AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,"<p>State-Approved Content. As a course provider approved by Arizona Game and Fish Department, the Arizona Hunter Ed Course covers everything a new hunter may need to know in order to be safe in Arizona while hunting.</p>",45,The Arizona Hunter Ed Course is a state approved course by the Arizona Game and Fish Department. It helps to teach new hunters everything they need to know to safely hunt in Arizona.,45
Approved,"<p>State-Approved Content. As a course provider approved by Arizona Game and Fish Department, the Arizona Hunter Ed Course covers everything a new hunter may need to know in order to be safe in Arizona while hunting.</p>",45,"State Approve content.As a course provider accepted by Arizona Game and fish department,the Arizona hunter Ed course teaches all things a new hunter may need to know in order to be safe and precise while hunting.",45
Approved,"<p>The Arizona Game and Fish Department’s Operation Game Thief is offering a reward of up to $1,000 for information leading to an arrest in the case of a mule deer buck found dead March 7 off Arizona 76 near Redington Road.</p>",46,"On March 7th, off the Arizona 76 highway near Redington Road, a mule deer buck was found dead. In an effort to catch the culprit, the Arizona Game and Fish Department's Operation Game Thief has offered up a reward for 1000.00 if information received leads to an arrest.",46
Approved,"<p>The Arizona Game and Fish Department’s Operation Game Thief is offering a reward of up to $1,000 for information leading to an arrest in the case of a mule deer buck found dead March 7 off Arizona 76 near Redington Road.</p>",46,"A reward of up to $1,000 has been offered by The Arizona Game and Fish Department's Operation Game Thief. The department is seeking information concerning a mule deer buck which was found dead off Arizona 76 on March 7.",46
Approved,<p>PHOENIX - The Arizona Game and Fish Department is hoping to get dozens of tortoises into new homes.</p>,47,PHOENIX-  The Arizona Game and Fish section is expecting to have loads of tortoises into new accommodations.,47
Approved,<p>PHOENIX - The Arizona Game and Fish Department is hoping to get dozens of tortoises into new homes.</p>,47,PHOENIX - Dozens of tortoises will be hoping for new homes according to the Arizona Game and Fish Department.,47
Approved,"<p>PokerAtlas has everything you need to know about poker tournaments in North America, including schedules, start times, upcoming tournaments, buy-ins, payouts, structures, blinds and levels, and late registrations.</p>",48,"PokerAtlas provides information on everything related poker tournaments. The following information is included: schedules, start times, and scheduled tournaments.",48
Approved,"<p>PokerAtlas has everything you need to know about poker tournaments in North America, including schedules, start times, upcoming tournaments, buy-ins, payouts, structures, blinds and levels, and late registrations.</p>",48,"PokerAtlas covers everything about the North American poker scene. Not only do they list schedules and times, but they also provide more detailed information such as entrance fees (including late registration), prizes, structures, blinds and levels.",48
Approved,"<p>Find the best tournament in town with our real-time list of all upcoming poker tournaments in the Las Vegas area. To customize your search, you can filter this list by game type, buy-in, day, starting time and location.</p>",49,"search for the best tournament in town with the exact time of every poker tournaments coming up in Las Vegas and environs. To personalize your query, you can select the list by the game type,purchases,day,kick off time and location.",49
Approved,"<p>Find the best tournament in town with our real-time list of all upcoming poker tournaments in the Las Vegas area. To customize your search, you can filter this list by game type, buy-in, day, starting time and location.</p>",49,"Locate the best competition nearby with our continuous rundown for all the forthcoming poker competitions in Las Vegas region. To alter your pursuit, you can channel this rundown by amusement  sort, purchase in, day, beginning time and area.",49
Approved,"<p>Since the WSOP hit the big time in the mid-2000s, poker players have been drawn to poker tournaments like bored housewives to reality TV. The invention of online poker made poker tournaments even more accessible as you could play massive events with real-money prizes without waiting in lines or even leaving your own home.</p>",50,"From the time the WSOP came in the light in big time in mid-2000's, poker are so much of absorbed into the poker tournaments that like of the housewives to reality tv. Becoming accessible to online Poker has been easy game without waiting for anything they just can win the real-money prizes while staying at your home.",50
