AssignmentStatus,WorkTimeInSeconds,Input.document,Input.case,Answer.answer
Approved,260,"<p>The USS YORKTOWN (CV-10) was the tenth aircraft carrier to serve in the United States Navy.</p><p>In 1975, this historic ship was towed from Bayonne, NJ to Charleston to become the centerpiece of Patriots Point Naval & Maritime Museum. </p>",110,"The tenth aircraft carrier within the United States Navy was the USS YORKTOWN (CV-10). 

Towed from Bayonne, NJ to Charleston; this aircraft carrier became the main feature of Patriots Point Naval & Maritime Museum in 1975."
Approved,87,"<p>The USS YORKTOWN (CV-10) was the tenth aircraft carrier to serve in the United States Navy.</p><p>In 1975, this historic ship was towed from Bayonne, NJ to Charleston to become the centerpiece of Patriots Point Naval & Maritime Museum. </p>",110,"The 10th US Navy carrier to serve is called the USS Yorktown (CV-10).
The ship was moved from Bayonne, NJ in 1975 to the Patriots Point Naval & Maritime Museum in Charleston, and is the showcase there."
Approved,633,"<p>The impressive USS Yorktown CV-10 aircraft carrier is one of the many sights to see at Patriot’s Point museum in Mount Pleasant, South Carolina. 900 feet in length and weighing more than 27,000 tons, this carrier was nicknamed the “Fighting Lady” by its crew of 2,500 sailors during World War II. </p>",111,"Patriot's Point museum, located in Mount Pleasant, South Carolina, offers a multitude of sights to explore. This includes the USS Yorktown CV-10 aircraft carrier. It was nicknamed the ""Fighting Lady"" by sailors aboard the carrier during World War II. The carrier boasts a 900 foot length and weighs in excess of 27,000 tons."
Approved,185,"<p>The impressive USS Yorktown CV-10 aircraft carrier is one of the many sights to see at Patriot’s Point museum in Mount Pleasant, South Carolina. 900 feet in length and weighing more than 27,000 tons, this carrier was nicknamed the “Fighting Lady” by its crew of 2,500 sailors during World War II. </p>",111,"At 900 ft. long and 27,000 tons, the USS Yorktown CV-10 aircraft carrier is a sight to behold at the Patriot's Point museum in Mount Pleasant, SC. The ship, nicknamed ""Fighting Lady"" by her crew of 2,500 during WWII, is one of many exciting things to see at the museum."
Approved,818,<p>Welcome to CTjobs.com Work Closer. Work Happier. Proud to be Connecticut's Leading Resource for Jobseekers and Employers for over 10 Years.  </p>,112,"Welcome to CTjobs.com, Work CLoser, Work Happier.  We are proud to be Connecticut's top resource for people who desire jobs and employers for more than 10 years."
Approved,244,<p>Welcome to CTjobs.com Work Closer. Work Happier. Proud to be Connecticut's Leading Resource for Jobseekers and Employers for over 10 Years.  </p>,112,Welcome to CTjobs.  Work near. Work Happy.  Proudly Connecticut's Top Platform for Prospective Employees and Employers for more than a decade.
Approved,361,"<p>Detailed information is available for residents seeking state jobs that require exams. The list includes the job title, agency name, class code, exam date and specifies who is eligible to take the exam. </p>",113,Residents can get information about state jobs that you have to take a test for. The list has the dates and who is giving the test and who can take it.
Approved,173,"<p>Detailed information is available for residents seeking state jobs that require exams. The list includes the job title, agency name, class code, exam date and specifies who is eligible to take the exam. </p>",113,"Residents who are seeking state jobs that require examples have detailed information available to them.  The list indicates who can take the exam, including job title, class code, agency name, and exam date."
Approved,360,"<p>Penguins (order Sphenisciformes, family Spheniscidae) are a group of aquatic, flightless birds. They live almost exclusively in the Southern Hemisphere, with only one species, the Galapagos penguin, found north of the equator. </p>",114,"Penguins are aquatic birds that cannot fly. Almost all penguins are found primarily in the Southern Hemisphere. However, the Galapagos penguin is the only species known to be found outside the Southern Hemisphere."
Approved,32,"<p>Penguins (order Sphenisciformes, family Spheniscidae) are a group of aquatic, flightless birds. They live almost exclusively in the Southern Hemisphere, with only one species, the Galapagos penguin, found north of the equator. </p>",114,Penguins don't fly and live in the water. THey live in the Southern hemisphere except the Galapagos penguin.
Approved,232,"<p>It takes blood, sweat and tears for a hockey team to win the Stanley Cup. For the Penguins, the blood and sweat were spilled into rinks ... </p>",115,"The Penguins used blood and sweat to win the Stanley Cup, spilled into rinks."
Approved,60,"<p>It takes blood, sweat and tears for a hockey team to win the Stanley Cup. For the Penguins, the blood and sweat were spilled into rinks ... </p>",115,The Penguins put a lot of effort into their Stanley Cup win. They spilled blood and sweat.
Approved,599,<p>10 Things You Must Know About Installing a Fence Installing a fence is as easy as 1-2-3 if you take these tips into consideration. How to Build a Wooden Gate 8 Steps </p>,116,"10 things you may understand about putting in a fence.  Putting in a fence can be easy as pie, if you take these steps into consideration.  How to make a wooden gate, 8 steps."
